id,name,weight,is_expansion,reimplements,has_versions,n_versions
381248,Nemesis: Retaliation,3.2796,False,False,True,2
411033,Wine Cellar,3.2796,False,False,True,2
363547,Cretaceous Rails,3.2796,False,False,True,2
412731,One-Hit Heroes,3.2796,False,False,True,2
330152,Nature,3.2796,False,False,True,2
274525,Soul Raiders,3.2796,False,False,True,2
400498,Light Speed: Arena,3.2796,False,False,True,2
405994,New Cold War,3.2796,False,False,True,2
330152,Nature,3.2796,False,False,True,2
391549,Pillars of Heracles,3.2796,False,False,True,2
428635,Ruins,3.2796,False,False,True,2
357873,The Old King's Crown,3.2796,False,False,True,2
405719,Tabletop Inc.,3.2796,False,False,True,2
415181,Flash Point: Legacy of Flame,3.2796,False,False,True,2
428635,Ruins,3.2796,False,False,True,2
417518,Floristry,3.2796,False,False,True,2
434367,Nippon: Zaibatsu,3.2796,False,False,True,2
434367,Nippon: Zaibatsu,3.2796,False,False,True,2
419378,Vicious Gardens,3.2796,False,False,True,2
274471,Malhya: Lands of Legends,3.2796,False,False,True,2
395834,Aberration,3.2796,False,False,True,2
380681,Apex Legends: The Board Game,3.2796,False,False,True,2
438940,Tic Tac Trek,3.2796,False,False,True,2
439107,Santorini: Second Edition,3.2796,False,False,True,2
426229,Overparked,3.2796,False,False,True,2
399115,Photo Tour: North America,3.2796,False,False,True,2
430611,Hyperstar Run,3.2796,False,False,True,2
430611,Hyperstar Run,3.2796,False,False,True,2
429186,Heroes: Write & Conquer,3.2796,False,False,True,2
414595,Wandering Galaxy: A Crossroads Game,3.2796,False,False,True,2
406454,En Route,3.2796,False,False,True,2
379761,Natera: New Beginning,3.2796,False,False,True,2
429836,Hubworld: Aidalon,3.2796,False,False,True,2
437261,MicroMacro: Kids – Crazy City Park,3.2796,False,False,True,2
399318,JOYRIDE DUEL: Next Gen,3.2796,False,False,True,2
408840,Glass Garden,3.2796,False,False,True,2
397099,The Gilded Realms,3.2796,False,False,True,2
358912,Raas: A Dance of Love,3.2796,False,False,True,2
421165,Pantheum: Demigods of Olympia,3.2796,False,False,True,2
428989,EcoLogic: Europe,3.2796,False,False,True,2
400817,Epochs: Course of Cultures,3.2796,False,False,True,2
396740,23 Knives,3.2796,False,False,True,2
395771,Algomancy,3.2796,False,False,True,2
